Gene	PVALUE
PABPC3	0.0438
PACRG	0.00208
PACSIN1	0.0132
PACSIN2	0.00142
PADI2	0.0347
PADI6	0.023
PAEP	0.035
PAFAH2	0.04
PAG1	0.00453
PAK7	9.97E-04
PALD1	0.0099
PALLD	1.38E-05
PALM2	0.014
PALM2-AKAP2	0.0185
PALMD	0.00268
PAM	0.00741
PAMR1	0.0127
PAN2	0.0253
PANK1	0.0122
PANX1	0.036
PAPD7	0.00431
PAPOLA	0.00746
PAPOLG	0.0177
PAPPA	0.0149
PAPPA2	1.74E-04
PAPSS1	0.0238
PAQR3	0.0153
PAQR5	0.0018
PAQR8	0.0138
PARD3	0.00816
PARD3B	0.00125
PARK2	5.92E-04
PARL	3.41E-04
PARM1	0.0265
PARN	0.0386
PARP1	0.0184
PARP11	0.00374
PARP12	6.13E-04
PARP14	0.042
PARP4	0.039
PARP8	0.0488
PARPBP	0.0316
PARS2	0.0138
PARVA	5.61E-18
PAX1	8.13E-04
PAX2	0.0383
PAX5	0.0461
PAX6	0.0197
PAX8	5.69E-05
PAX8-AS1	1.31E-06
PAX9	0.00571
PAXIP1-AS2	1.42E-04
PBLD	0.0479
PBOV1	0.0318
PBRM1	0.0258
PBX1	0.00465
PBX3	2.52E-04
PCAT1	0.00576
PCBD1	0.0112
PCBP3	0.00623
PCCA	0.0025
PCDH1	0.00988
PCDH10	2.51E-06
PCDH15	1.08E-04
PCDH17	0.00185
PCDH18	0.00169
PCDH20	0.0141
PCDH7	0.00137
PCDH8	0.0225
PCDH9	0.00198
PCDHA9	0.033
PCED1B	0.0141
PCED1B-AS1	0.00105
PCGEM1	0.0119
PCGF5	0.00251
PCK1	0.0486
PCLO	0.0123
PCM1	0.034
PCNX1	0.00569
PCNX2	0.00205
PCNX4	7.20E-04
PCOLCE2	0.00983
PCP4	0.0132
PCSK1	0.0385
PCSK2	0.0286
PCSK5	2.39E-04
PCSK6	0.00129
PCSK9	0.00781
PDCD6IP	0.0165
PDCL3	0.00975
PDE10A	0.0248
PDE11A	0.00802
PDE12	7.28E-04
PDE1A	0.0332
PDE1B	0.0218
PDE1C	0.00347
PDE2A	0.0191
PDE3A	0.00772
PDE4B	1.62E-04
PDE4D	0.00476
PDE5A	0.00336
PDE6H	0.014
PDE8B	9.59E-05
PDE9A	0.0433
PDGFB	0.00303
PDGFC	0.0379
PDGFD	0.00112
PDGFRA	1.35E-04
PDGFRL	0.0169
PDHA2	0.0282
PDHX	0.00168
PDIA5	0.0351
PDK1	0.00721
PDLIM4	0.0194
PDLIM5	0.0248
PDPN	1.18E-04
PDS5A	7.38E-04
PDSS2	0.0363
PDYN	0.0266
PDZD2	9.15E-04
PDZK1IP1	6.26E-06
PDZRN3	0.00738
PDZRN4	9.64E-04
PEAR1	0.0266
PEBP4	0.0236
PEPD	0.033
PERP	0.0113
PEX1	7.58E-07
PEX12	7.02E-04
PEX2	6.66E-04
PEX5	0.0395
PEX5L	0.0233
PFDN4	0.0469
PFKFB3	0.0313
PFKP	0.00353
PFN2	0.0162
PGBD1	0.00118
PGGT1B	0.0114
PGK2	0.013
PGM1	0.00894
PGM2	0.034
PGM2L1	0.0291
PGM3	0.0483
PGM5	0.0468
PGR	0.0299
PHACTR1	9.82E-04
PHACTR2	0.0326
PHACTR3	0.00718
PHC2	0.00104
PHF20	0.00356
PHF21B	0.0177
PHF24	0.0192
PHF3	0.0145
PHGDH	0.00465
PHIP	0.0181
PHLDA1	0.0051
PHOSPHO1	0.00397
PHTF2	0.0124
PI15	0.0317
PIAS1	0.0186
PIAS4	0.0207
PIBF1	0.0105
PICALM	0.00567
PID1	0.0311
PIEZO2	6.44E-04
PIK3C2A	0.0018
PIK3C2G	4.42E-04
PIK3C3	2.48E-04
PIK3CG	0.00457
PIK3R1	0.00868
PIKFYVE	0.00461
PIM1	0.00305
PIP4K2A	0.036
PIP5K1B	0.0186
PIRT	5.08E-04
PISD	0.033
PITPNC1	0.0295
PITPNM3	0.0263
PITRM1	0.0282
PITX1	0.0022
PIWIL4	0.0273
PJA2	0.0377
PKD1L1	0.00306
PKD2	0.0496
PKDCC	0.00672
PKHD1	3.05E-04
PKIA	0.0155
PKIB	0.0145
PKIG	0.0351
PKN2	0.0153
PKNOX1	0.0314
PKP1	4.95E-04
PKP2	0.00114
PKP4	0.00172
PLA2G2A	0.0272
PLA2G2C	0.00718
PLA2G2E	0.0359
PLA2G2F	0.0045
PLA2G4A	0.00279
PLA2G4D	7.92E-04
PLA2G4E	0.00215
PLA2G6	0.00262
PLAC8	0.0439
PLAC9	0.0119
PLAGL1	0.00445
PLAT	0.0152
PLCB1	1.95E-04
PLCB4	0.00239
PLCE1	0.00245
PLCG2	0.00242
PLCL1	0.00677
PLCL2	2.95E-04
PLCXD2	0.0301
PLCXD3	0.0127
PLD5	0.00833
PLEK	0.00194
PLEKHA1	0.0138
PLEKHA7	0.00482
PLEKHA8	0.0284
PLEKHB1	7.40E-05
PLEKHG1	0.00222
PLEKHG2	0.0359
PLEKHG4B	0.00312
PLEKHG7	0.0322
PLEKHH1	0.00204
PLEKHH2	0.0126
PLEKHM3	0.00334
PLEKHS1	4.05E-04
PLGRKT	0.00348
PLIN2	0.0493
PLK2	3.94E-04
PLOD2	2.74E-04
PLPP3	0.0139
PLPP4	0.00567
PLPPR1	0.0433
PLPPR4	0.00502
PLS1	0.00274
PLSCR2	0.0196
PLSCR5	0.00205
PLXDC1	0.0166
PLXDC2	0.00543
PLXNA1	3.52E-04
PLXNA2	0.00122
PLXNA4	0.0168
PLXNC1	4.46E-07
PM20D1	0.00272
PMAIP1	0.0238
PMEPA1	0.0129
PMFBP1	3.28E-05
PMP22	0.0422
PMS1	0.00635
PNLIPRP2	0.00502
PNMA2	0.00271
PNN	0.00851
PNPLA1	0.00627
PNPLA3	0.0139
PNPT1	0.039
PNRC1	0.00136
POC1B	0.0103
PODXL	0.0131
POGK	0.0136
POGLUT1	0.0115
POLD2	0.00477
POLD3	0.0305
POLE	0.00446
POLN	0.0288
POLR2C	0.0464
POLR2M	0.00301
POLR3A	0.0478
POLR3B	0.0401
POM121L12	0.00142
POM121L2	0.0215
POMGNT1	0.00717
POMP	0.00313
PON2	0.0256
POP4	0.0211
POTEE	4.49E-04
POU2AF1	0.0442
POU2F1	0.0473
POU2F2	4.91E-05
POU3F2	6.21E-05
POU5F1	1.53E-04
POU5F1B	0.0138
POU6F2	0.0279
PPA2	0.0161
PPARGC1A	0.00109
PPARGC1B	0.00239
PPFIA1	0.029
PPFIBP1	0.0308
PPFIBP2	0.00957
PPIC	0.0148
PPM1A	0.00797
PPM1E	0.00118
PPM1F	0.0171
PPM1H	0.019
PPM1L	0.00742
PPP1CA	0.00107
PPP1R10	2.15E-05
PPP1R11	2.24E-09
PPP1R14C	0.0454
PPP1R15B	0.0104
PPP1R16B	0.0265
PPP1R1C	0.032
PPP1R21	0.033
PPP1R26-AS1	8.45E-05
PPP1R3G	0.0278
PPP1R9A	2.14E-04
PPP2CA	0.00596
PPP2R1A	0.00368
PPP2R2A	1.73E-04
PPP2R2B	0.0492
PPP2R2C	0.0276
PPP2R2D	0.027
PPP2R3A	5.89E-08
PPP2R4	5.67E-05
PPP3CA	0.00112
PPP4R1	0.0218
PPP4R2	0.0325
PPP4R3A	0.00117
PPP4R4	0.00206
PPP6R2	0.0402
PPT1	0.021
PQLC2L	0.00107
PRAMENP	0.0144
PRCD	0.0493
PRDM1	0.00249
PRDM11	8.99E-05
PRDM12	0.0235
PRDM13	0.0119
PRDM14	0.00207
PRDM15	0.0401
PRDM16	0.0125
PRDM2	4.27E-04
PRDM5	0.00993
PRDM6	4.38E-04
PRDM9	3.76E-04
PRDX3	0.0098
PREB	0.0146
PRELID2	0.00396
PRELID3A	0.0156
PRELID3BP7	0.0126
PREP	0.00265
PREX1	0.013
PREX2	0.0231
PRG4	8.81E-04
PRH1	0.003
PRICKLE1	0.0338
PRICKLE2	0.00321
PRICKLE2-AS1	0.024
PRIMA1	0.0208
PRKAA2	5.38E-05
PRKAB2	0.0286
PRKACB	0.035
PRKAG2	0.0444
PRKCA	0.00169
PRKCB	0.00762
PRKCE	4.62E-04
PRKCH	0.00183
PRKCQ	0.0321
PRKD1	0.028
PRKDC	0.0224
PRKG1	0.013
PRL	0.0327
PRLHR	0.0118
PRLR	0.0458
PRM2	3.24E-04
PRMT6	0.00101
PRNP	0.019
PRODH2	0.0116
PROK1	0.00659
PROK2	0.00752
PROKR1	0.00491
PROKR2	0.0224
PROM1	0.044
PROX1	0.00774
PROX1-AS1	0.0107
PRPF18	0.0464
PRPF4	0.0444
PRPF40A	0.0323
PRPS1L1	0.003
PRPSAP2	0.0122
PRR14L	0.0247
PRR16	0.00155
PRR18	0.0292
PRR20E	0.0308
PRR27	0.00346
PRR3	1.07E-05
PRR34	0.00177
PRR5	0.0458
PRR5L	5.71E-04
PRRC1	0.0134
PRRC2A	1.87E-07
PRRC2C	0.00497
PRRX1	0.0419
PRSS1	0.0104
PRSS23	0.049
PRSS3	4.11E-04
PRSS54	0.0436
PRSS58	0.0442
PRTFDC1	0.0312
PRUNE2	0.011
PSAT1	0.00161
PSD3	1.46E-05
PSD4	6.84E-04
PSG1	0.00555
PSG3	0.0282
PSMA2	6.18E-04
PSMA6	0.00554
PSMA8	0.00475
PSMB4	0.0202
PSMB7	0.024
PSMB9	0.0314
PSMD1	0.00611
PSME4	0.0396
PSMF1	0.0154
PSMG1	0.015
PSORS1C1	1.76E-26
PSTPIP1	4.12E-04
PTBP2	0.0024
PTCD2	0.0386
PTCH1	0.0243
PTCHD3	0.034
PTCHD4	1.37E-04
PTEN	5.85E-04
PTENP1	6.61E-04
PTER	9.51E-04
PTF1A	0.00132
PTGER4	0.0058
PTGFRN	0.00223
PTGIR	0.0159
PTGS1	0.0081
PTGS2	8.35E-05
PTH2R	6.77E-05
PTHLH	9.05E-06
PTK2	0.0284
PTK2B	0.011
PTN	0.0359
PTPN12	0.00377
PTPN14	0.00792
PTPN3	0.00614
PTPRB	0.0132
PTPRC	4.75E-04
PTPRD	7.81E-06
PTPRE	0.0336
PTPRF	5.89E-06
PTPRG	0.00796
PTPRJ	0.0446
PTPRK	0.0216
PTPRM	0.0109
PTPRN	0.0458
PTPRN2	0.00581
PTPRO	5.77E-04
PTPRQ	3.09E-04
PTPRR	0.0315
PTPRS	0.0438
PTPRT	0.00301
PTPRU	0.00104
PTTG1	0.0359
PTTG1IP	0.0108
PUM1	0.0115
PUM3	0.0184
PURG	0.00857
PVALB	2.10E-04
PVRL3-AS1	0.0406
PWRN2	0.0373
PXDC1	0.00737
PXDNL	0.00626
PXYLP1	0.0223
PYDC2	0.0151
PYGB	4.49E-04
PYHIN1	0.00919
PZP	0.0327
QDPR	0.00148
QKI	5.08E-04
RAB11FIP2	0.00898
RAB12	0.00545
RAB28	0.0328
RAB2B	0.0245
RAB31	0.0238
RAB38	0.00205
RAB39A	0.0137
RAB3C	8.31E-04
RAB3GAP1	0.0386
RAB3IP	0.00176
RAB40B	0.0182
RAB6A	0.0344
RAB6B	0.0169
RAB9BP1	0.0065
RABGAP1L	0.0133
RAD18	0.00755
RAD23B	0.00431
RAD51AP2	5.75E-04
RAD51B	0.00348
RAET1K	0.00973
RAET1L	0.0034
RAI1	0.022
RAI14	0.00393
RALBP1	0.00733
RALGAPA2	0.00274
RALGPS1	0.037
RALGPS2	0.0419
RALYL	0.00584
RAMP1	0.00241
RAMP3	0.0494
RAN	0.00914
RANBP2	0.0246
RANBP3L	0.00159
RANBP6	0.0231
RAP1GDS1	0.00124
RAP2B	0.0338
RAPGEF2	0.00215
RAPGEF4	0.00933
RAPGEF5	0.0102
RARB	0.00543
RARG	0.0397
RARRES1	0.0298
RARS	0.0234
RASA1	0.046
RASA2	0.0133
RASA3	0.00275
RASAL2	0.0179
RASD2	0.004
RASEF	0.00545
RASGEF1A	0.00837
RASGEF1B	0.0224
RASGEF1C	0.015
RASGRF1	0.00389
RASGRF2	3.90E-04
RASGRP1	0.0167
RASGRP3	0.0134
RASIP1	0.0219
RASL11A	0.033
RASL11B	0.025
RASL12	0.0183
RASSF5	0.0181
RASSF8-AS1	0.00126
RASSF9	0.00282
RAX	0.0171
RB1CC1	0.00738
RBAK	0.0426
RBBP5	0.00246
RBBP8	0.0053
RBFOX1	0.00369
RBM12	0.00265
RBM15	0.0187
RBM18	0.0245
RBM19	0.0358
RBM20	0.00303
RBM22	0.0137
RBM25	0.00438
RBM26	0.0144
RBM39	0.0433
RBM43	8.73E-04
RBM45	0.0472
RBM46	0.00617
RBM5	0.0038
RBMS1	0.0218
RBMS3	1.33E-04
RBP2	0.0165
RBPJ	3.86E-04
RBPMS	1.07E-04
RBPMS-AS1	0.0286
RC3H1	0.0213
RCAN2	0.0342
RCBTB2	0.022
RCHY1	0.0469
RCL1	1.60E-04
RCN1	0.0147
RCVRN	0.0024
RD3	0.00229
RDH10	0.0483
RDH14	4.15E-04
REC114	0.0431
RECK	0.00485
REEP2	0.0157
REEP3	0.00346
REG3A	0.0298
REG3G	0.0189
REL	0.00485
RELL1	0.0062
RELN	0.0275
RELT	0.00464
REM1	0.00879
RERE	0.00987
RERG	0.00132
RERGL	2.88E-04
RET	0.0241
RFC3	9.81E-04
RFPL1	0.0406
RFPL2	0.0282
RFPL3	0.035
RFTN1	0.0038
RFWD2	0.0194
RFX2	0.0112
RFX3	0.00721
RFX4	5.33E-05
RFX7	0.00982
RFX8	0.0118
RGMA	0.00161
RGMB	0.00302
RGPD4-AS1	0.0387
RGR	0.00781
RGS10	0.0452
RGS12	0.011
RGS17	0.0333
RGS22	0.0374
RGS3	0.00913
RGS5	0.0292
RGS6	0.00166
RGS7	0.00431
RGS7BP	0.00295
RHAG	0.0407
RHBDD2	0.0107
RHCG	7.74E-04
RHNO1	0.0136
RHOB	0.00355
RHOH	3.43E-06
RHOJ	0.0177
RHOT1	0.00177
RHOT2	0.0032
RHOU	0.0341
RIC1	0.0219
RIC8A	0.00848
RIMBP2	0.00174
RIMS1	0.0333
RIMS2	0.0032
RIMS3	0.0317
RIN2	0.0021
RIN3	0.0354
RIPK2	3.25E-04
RIPPLY3	0.0401
RIT2	0.00699
RLBP1	0.0195
RMDN1	0.0437
RMDN2	0.0211
RMI1	0.00188
RMST	0.00137
RNASE1	0.00892
RNASE10	0.00743
RNASE11	0.00594
RND3	0.021
RNF122	0.0242
RNF125	0.0115
RNF13	0.0116
RNF144A	0.00207
RNF144B	0.0114
RNF145	0.00259
RNF146	0.035
RNF150	0.0115
RNF152	0.0372
RNF186	0.00769
RNF212	0.0107
RNF216	0.0185
RNF217-AS1	0.0186
RNF219	0.0258
RNF220	6.46E-04
RNF222	0.011
RNF24	0.0251
RNF32	0.0065
RNF4	0.0335
RNF41	0.00321
RNF43	0.0271
RNF44	0.0138
RNF6	0.0299
RNFT2	0.00179
RNGTT	0.00574
RNLS	0.00856
RNMT	0.0205
RNPEPL1	0.0157
RNU105C	0.0102
RNU6-1	5.45E-04
RNU6-15P	0.0442
RNU6-21P	0.00123
RNU6-6P	0.0279
RNU6ATAC	0.04
ROBO1	0.00338
ROBO2	0.00895
ROCK1	0.0303
ROCK2	0.00223
ROPN1B	0.0102
ROR1	9.27E-04
ROR2	0.00399
RORA	0.00552
RORB	0.00648
ROS1	0.00139
RP1	7.59E-04
RP1L1	0.0198
RP9	0.0412
RPA1	0.0201
RPA2	6.53E-04
RPAP2	0.0158
RPAP3	0.00753
RPE65	0.0275
RPH3A	0.00309
RPH3AL	2.96E-04
RPL10L	0.0475
RPL11	0.0248
RPL12P2	0.034
RPL13AP3	0.00587
RPL13P12	0.00285
RPL17	0.00703
RPL18P4	0.0171
RPL21P44	0.0153
RPL23P8	0.00244
RPL26P14	1.51E-04
RPL29P8	0.0397
RPL32	0.015
RPL34-AS1	0.0204
RPL38	0.0232
RPL39P10	0.00937
RPL7AP66	0.00115
RPLP0P2	0.00208
RPLP2P1	3.78E-04
RPP21	1.78E-04
RPRD1A	0.0114
RPRD2	0.0133
RPRML	0.0222
RPS12	0.039
RPS15AP17	0.0109
RPS24	0.0276
RPS29	0.037
RPS6KA2	0.00199
RPS6KA4	0.0271
RPS6KC1	0.0352
RPS7P5	0.0307
RPSAP52	0.0266
RPTOR	0.0161
RPUSD4	0.00565
RRAGC	0.00169
RREB1	0.00148
RRM2	0.0229
RRM2B	0.0219
RRP15	4.61E-04
RRS1	0.0219
RSPH14	0.0204
RSPO2	6.92E-04
RSPO4	0.0398
RSRC1	0.0146
RSRC2	0.0134
RSU1	0.00907
RTCA	0.00467
RTF1	0.043
RTFDC1	0.0234
RTKN2	0.0155
RTN1	0.0236
RTN4	7.11E-06
RTN4R	1.65E-05
RTN4RL1	0.0257
RTP1	0.00868
RUNX1	0.0115
RUNX2	0.0272
RUNX3	0.0169
RUVBL1	0.0015
RWDD3	0.00462
RXFP2	7.21E-05
RXRA	0.00184
RXRG	1.87E-04
RYR2	6.50E-05
RYR3	1.30E-05
S100A10	0.0479
S1PR1	0.00207
S1PR3	6.39E-04
SAAL1	0.00269
SACM1L	6.78E-05
SACS-AS1	0.0235
SAMD12	0.0088
SAMD13	0.0445
SAMD3	2.85E-04
SAMD4A	0.0105
SAMD5	6.97E-04
SAMD7	2.36E-07
SAMM50	0.0251
SAMSN1	0.00446
SAP30BP	0.0243
SAP30L-AS1	0.0468
SAPCD1	1.42E-04
SASH1	2.27E-08
SATB1	0.00875
SATB2	6.06E-04
SAXO1	0.0364
SBF2	0.0123
SBSN	0.0341
SBSPON	0.00506
SC5D	6.99E-05
SCAF4	0.0392
SCAF8	0.0196
SCAMP5	8.22E-05
SCAPER	0.00529
SCARA3	0.0156
SCARA5	0.0243
SCARB1	0.00838
SCD5	0.0084
SCEL	0.00832
SCFD2	0.00547
SCG2	0.00123
SCG3	0.0168
SCGB1A1	4.59E-04
SCGB1D2	0.0318
SCGB2A1	0.0356
SCGN	1.47E-05
SCHIP1	0.0048
SCIN	0.00925
SCLY	0.0177
SCMH1	0.0416
SCML4	2.32E-04
SCN11A	4.51E-05
SCN1A	0.00232
SCN2B	0.0256
SCN3A	0.0206
SCN4B	0.0059
SCN5A	0.0327
SCN7A	4.60E-04
SCN8A	0.011
SCN9A	0.00534
SCNN1A	0.048
SCO1	0.00957
SCP2	0.0469
SCRN1	0.00476
SCUBE3	0.0302
SCYL3	0.00304
SDC1	0.0278
SDC2	0.0466
SDC3	0.0289
SDCBP	0.0136
SDCCAG8	0.0461
SDE2	0.00698
SDHA	0.0363
SDK1	0.00488
SDK2	1.70E-05
SDR39U1	0.01
SDR42E1	0.0364
SDR9C7	0.027
SDSL	0.00702
SEC11C	0.0271
SEC13	0.0254
SEC14L1	0.0386
SEC14L2	0.0184
SEC14L3	0.0203
SEC16B	4.63E-05
SEC22A	0.0226
SEC22B	0.0118
SEC23A	0.00677
SEC23B	0.0495
SEC23IP	0.0399
SEC24B-AS1	0.0481
SEC61A1	0.0237
SEC61A2	0.0395
SEC61B	0.0383
SEH1L	0.00284
SEL1L	0.00217
SELE	0.00182
SELL	0.00167
SEMA3A	0.0126
SEMA3B	0.00547
SEMA3C	0.0303
SEMA3E	0.00591
SEMA5A	0.00745
SEMA5B	2.39E-04
SEMA6A	5.27E-04
SEMA6D	3.24E-05
SEPHS1	0.0135
SEPP1	0.039
SEPSECS	0.0144
SEPT11	0.00563
SEPT3	0.0135
SEPT8	0.00718
SEPT9	0.00118
SERBP1	0.00111
SERGEF	0.0126
SERHL	0.0152
SERINC5	0.0126
SERP1	0.0165
SERPINA1	0.0144
SERPINA4	0.028
SERPINA5	0.0194
SERPINB7	0.0302
SERPINB9	0.0398
SERPINE2	0.0414
SERPINI1	0.0119
SERPINI2	0.0255
SERTAD2	0.0222
SERTM1	0.00934
SESN3	0.017
SESTD1	0.0402
SETBP1	1.01E-04
SETD4	0.023
SEZ6L	0.0189
SF3B5	1.52E-04
SFMBT2	4.72E-04
SFPQ	0.00911
SFRP1	0.0265
SFSWAP	0.0222
SFT2D2	0.0359
SGCB	0.00479
SGCD	3.02E-05
SGCG	0.0314
SGCZ	0.00227
SGIP1	0.023
SGK1	0.00762
SGK3	0.00561
SGMS1	0.00196
SGMS2	0.00726
SGO1	0.00578
SGPP2	0.0371
SGSM1	0.00503
SH2D4A	0.0441
SH2D4B	0.00467
SH3BGR	0.00613
SH3BGRL2	0.0127
SH3BP4	0.00133
SH3BP5	0.00114
SH3BP5L	0.00531
SH3D19	0.0324
SH3GL2	0.00394
SH3GL3	0.0359
SH3PXD2B	0.00401
SH3RF1	8.88E-07
SH3RF2	0.03
SH3RF3	0.00524
SH3RF3-AS1	0.00602
SH3TC1	0.0154
SH3TC2	0.00196
SH3YL1	0.00507
SHANK2	5.52E-04
SHANK3	0.0282
SHB	0.00855
SHC3	0.0342
SHC4	0.0181
SHFM1	0.0268
SHH	4.75E-04
SHISA2	0.00636
SHISA3	0.00402
SHISA9	0.00501
SHOX2	0.00528
SHQ1	0.0139
SHROOM3	0.0363
SI	0.0178
SIDT1	0.00412
SIGLEC15	0.0397
SIK1	0.0296
SIM1	0.0144
SIN3B	0.0111
SIPA1L1	0.00276
SIPA1L2	2.54E-05
SIPA1L3	0.038
SIRPA	0.0483
SIRPD	0.024
SIRPG	0.0155
SIX2	0.0192
SIX3	2.33E-04
SKA1	0.00781
SKAP1	7.53E-04
SKAP2	0.0149
SKI	0.0205
SKIL	0.0223
SKINT1L	0.0246
SKOR2	1.76E-04
SLA	0.00678
SLAIN1	0.016
SLAIN2	0.0192
SLAMF1	0.00214
SLC10A2	5.71E-04
SLC10A7	3.92E-04
SLC11A1	0.042
SLC11A2	0.0255
SLC12A2	0.00195
SLC12A5	0.0078
SLC12A8	0.0111
SLC13A1	0.0383
SLC13A3	0.00487
SLC14A1	0.0309
SLC14A2	0.0308
SLC15A1	0.0114
SLC15A2	1.84E-04
SLC15A4	0.0105
SLC15A5	0.0432
SLC16A10	0.00141
SLC16A11	0.0323
SLC16A7	4.08E-04
SLC17A1	0.0487
SLC17A2	0.0105
SLC17A4	0.00598
SLC17A6	0.0043
SLC19A3	3.84E-04
SLC1A1	0.00455
SLC1A2	4.03E-04
SLC1A3	0.00874
SLC1A7	2.85E-05
SLC22A1	0.00176
SLC22A14	0.0213
SLC22A15	1.31E-04
SLC22A2	0.00178
SLC22A23	0.0431
SLC22A24	0.00963
SLC22A3	0.00261
SLC22A9	0.0428
SLC23A2	0.00383
SLC24A2	0.00288
SLC24A3	5.57E-05
SLC24A4	0.0407
SLC24A5	0.00738
SLC25A13	0.0317
SLC25A15	0.0325
SLC25A2	0.0245
SLC25A21	0.00428
SLC25A24	0.0219
SLC25A26	0.0249
SLC25A29	0.0345
SLC25A30	0.0134
SLC25A37	0.00331
SLC25A4	0.0358
SLC25A46	3.34E-04
SLC25A47	0.0324
SLC25A48	0.00337
SLC26A4	0.0234
SLC26A7	0.0201
SLC26A8	5.99E-04
SLC27A6	0.0173
SLC28A3	0.00543
SLC29A3	4.44E-04
SLC2A12	0.00901
SLC2A1-AS1	0.0271
SLC2A3	0.0419
SLC2A5	0.0058
SLC2A7	0.0317
SLC2A9	0.0014
SLC30A1	0.0476
SLC35B3	0.0102
SLC35C1	0.0155
SLC35F3	0.0136
SLC35F4	5.84E-06
SLC36A3	0.0497
SLC36A4	0.0373
SLC37A3	0.0453
SLC38A1	0.0222
SLC38A10	0.0499
SLC38A2	0.0338
SLC38A4	0.00811
SLC39A10	0.00292
SLC39A11	0.0201
SLC39A6	0.0241
SLC39A8	0.00494
SLC40A1	0.0177
SLC41A2	4.75E-05
SLC44A1	0.0241
SLC44A2	0.0351
SLC44A3	0.00982
SLC44A5	0.0161
SLC45A1	0.00252
SLC46A2	0.00397
SLC4A3	0.00842
SLC4A4	0.0123
SLC4A5	0.00163
SLC4A7	0.0099
SLC51A	0.0487
SLC52A3	0.0435
SLC5A10	0.00219
SLC5A11	0.0143
SLC5A12	0.0041
SLC5A6	0.0297
SLC5A7	0.0199
SLC6A1	0.00679
SLC6A11	0.0435
SLC6A12	0.00144
SLC6A13	0.0421
SLC6A15	6.72E-08
SLC6A18	1.31E-10
SLC6A2	0.0244
SLC6A20	0.00237
SLC6A5	0.0342
SLC6A6	0.00359
SLC7A1	1.13E-04
SLC7A11	0.0338
SLC7A13	0.0318
SLC7A14	0.00177
SLC7A2	0.00257
SLC7A6	0.039
SLC7A7	0.0391
SLC8A1	0.0196
SLC8A1-AS1	0.0197
SLC8A3	0.0461
SLC9A2	0.00643
SLC9A4	0.00336
SLC9A7P1	1.85E-04
SLC9A9	0.0128
SLCO1A2	0.0494
SLCO1B1	2.25E-05
SLCO1B3	0.0438
SLCO2B1	0.014
SLCO3A1	0.00586
SLCO4A1	0.0252
SLCO4C1	0.018
SLCO6A1	0.011
SLF2	0.039
SLFN14	0.00368
SLFN5	0.02
SLFNL1	0.00397
SLIT1	0.0052
SLIT2	0.00873
SLIT3	0.0012
SLITRK1	9.78E-04
SLITRK3	0.0101
SLITRK5	0.0243
SLITRK6	7.48E-04
SLMAP	0.00705
SLN	0.0127
SMAD1	0.0041
SMAD2	1.03E-04
SMAD3	8.91E-04
SMAD6	0.00538
SMAGP	0.0102
SMAP1	0.0233
SMARCA2	5.06E-05
SMARCA5	0.0325
SMARCAL1	0.0247
SMARCD3	0.00488
SMC2	9.62E-04
SMC4	0.0139
SMCHD1	0.00795
SMCO4	0.00818
SMIM17	0.0122
SMIM20	0.0314
SMIM21	7.02E-04
SMIM23	0.0139
SMIM3	0.0263
SMLR1	0.0484
SMOC1	0.013
SMOC2	4.32E-04
SMOX	0.0138
SMU1	0.015
SMYD2	0.0431
SMYD3	0.00144
SMYD4	0.00961
SNAP25	0.0178
SNAP25-AS1	0.0496
SNAP47	0.00228
SNAPC3	0.0056
SNCAIP	0.00162
SNED1	0.00693
SNHG20	0.0196
SNORD116-6	0.0164
SNORD50A	0.00366
SNRNP27	0.0121
SNRPN	0.0158
SNTB1	0.0106
SNTG1	0.0409
SNTG2	0.0194
SNTN	0.0136
SNX10	0.0494
SNX11	0.00703
SNX13	0.0214
SNX14	0.0384
SNX16	5.83E-04
SNX18	0.00254
SNX19	0.018
SNX20	0.0109
SNX29	2.27E-04
SNX30	0.0213
SNX31	0.0366
SNX6	0.00895
SNX9	0.00857
SOBP	0.00555
SOCS6	0.0248
SOCS7	0.00336
SOD1P2	0.0403
SOD2	0.0208
SOD3	0.0118
SOHLH1	0.0415
SOHLH2	0.0304
SORBS1	1.44E-04
SORBS2	0.031
SORCS1	0.0011
SORCS2	2.04E-06
SORCS3	0.00343
SORL1	1.57E-04
SOWAHB	0.00468
SOX1	0.00673
SOX11	0.00813
SOX13	0.0257
SOX14	5.42E-04
SOX21	9.31E-04
SOX2-OT	1.09E-04
SOX4	0.00628
SOX5	2.56E-07
SOX6	6.86E-04
SOX9	0.00469
SOX9-AS1	0.00239
SP100	0.0294
SP140	0.0148
SP140L	0.0196
SP3	0.0131
SPA17	0.0328
SPACA1	0.00871
SPACA3	0.0335
SPACA7	0.0221
SPAG16	0.0314
SPAG17	0.0058
SPAM1	0.00341
SPARCL1	0.0327
SPATA12	4.99E-04
SPATA13	0.0217
SPATA16	0.01
SPATA17	0.00789
SPATA19	0.00477
SPATA20	0.00711
SPATA31B1P	0.0192
SPATA31D1	0.045
SPATA33	0.0149
SPATA5L1	0.0154
SPATA6	0.00556
SPATA6L	6.54E-04
SPATA8	0.0115
SPATS2L	5.17E-05
SPCS2	0.0177
SPCS3	0.00447
SPDL1	0.0217
SPECC1	0.0193
SPEF2	0.00345
SPHAR	0.0267
SPHKAP	0.0122
SPIN1	0.0327
SPINT1	0.0128
SPINT2	0.0186
SPIRE1	0.0296
SPIRE2	0.0036
